Star Rating,Headline,Review Text
'3'.'0',I was expecting this to be nicer quality considering how expensive it is. I'm disappointed. It's no different than any other 'weighted?? sleep mask. I'd say save your money and get one of the less expensive ones. They're nicer. I can't get over how cheaply made this thing is and I paid $34 for it. I feel like a chump.,I use it on my forehead & not my eyes
'3'.'0',I use this on my forehead when I have a headache. I dont like the lumpiness on my eyes & it falls off too easily. Ill stick to my eye mask & buy something flat & heavy next time for my forehead.,It says gentle pressure but I still think its a bit too heavy for my eyes.
'3'.'0',"It doesn't stay put and keep my eyes covered, even when I use the loop to tuck in on end. I went back to my regular sleep mask.",Color and size a bit off.. but good product.
'3'.'0',Nice product. Its a tad smaller then I expected it to be... but buyer beware on the color Sedona. I expected this to be a tan/orange hue.  But it really looks more like a pink to me... in case your gifting this to a male. Its definitely reading more of a pink hue then tan or orange.,Sleep Guru Here -- Not sure how i feel about this one. dont use but sometimes find it a q for sleep
'3'.'0',Sleep Guru Here,"I wish this had slightly more weight to it. As a frequent migraine sufferer, a bit more pressure would be better"
'2'.'0',Not real excited with this. Its very light,This product does keep the light out and is soft  but the little 'bean bags?? go all the way around to the side of my head causing me to lay in a lump. I tried to ignore it but it caused my neck to lift up off my pillow making my neck hurt. Will not use again.
'2'.'0',Almost no weight to it. If you are actually looking for weighted.,The problem with this is that it's extremely light weight. I was expecting more weight since it's supposed to be weighted. It just feels like a black out mask. It's soft but just not weighted to really help. It feels like you just have a light blanket over your eyes.
'2'.'0',Broken seams so beads have shifted,Super comfortable but I guess not very well made and cheaply sewn together. The center seams have already busted after minimal use and the beads now shift creating uneven weight on either side.Super comfortable but for the price it should not already be falling apart.
'2'.'0',I feel like this should be heavier. Sent it back,It's a great idea and it's soft but it's not heavy enough for me. I'm returning.
'2'.'0',The Mask Doesnt Stay In Place,"This mask is very comfortable, the material is soft and the weight feels good, the problem is that the mask moves around. The manufacturer needs to modify the hole and strap insert method. I am returning it after a long night of attempts to keep the maks on."
'2'.'0',The concept is great,Great idea but poor design
'2'.'0',I love the idea of tightening this around my head for headaches.  I did not like the pressure the 'pod?? put on my eyes.  This was just not comfortable for me.,"I bought this for my wife, it works great but only lasted  2months. She used it every night and it helped her sleep. But after the 2 months the seams separated and the beads fell out. Bummer."
